Username,Review Text,Rating
musicmagpie55,"So late to the party, but 100 gecs released one of the most energetic, nauseating, and enjoyable pop albums of the year so far. By leaning into the worst tendencies of music in the last ten years, they created an abrasive collage of styles and ideas that somehow produce a coherent album. As ridiculous as it may sound, you can actually hear our dirty protagonist grow into a different (better?) person throughout the record. 1000 gecs is surprisingly sentimental and makes me nostalgic for 2012, something I was not expecting to experience so soon.
Dylan Brady and Laura Les took every guilty pleasure I had in High School and created a mutant amalgamation of styles that manages to be weird and endearing. You have Skrillex monster sounds and All Time Low self-indulgent melodies packed into the same song. The music is strangely familiar and nostalgic for a time you can still see in the rear-view mirror. Instead of updating these trends, 100 gecs lean into the immediacy of these genres. The music is trashy, but I felt like a trash person back then, so I find the album oddly comforting.
While I really enjoy the album from start to finish, some sounds are too abrasive or take away from the album's energy. The final moments of the album take me out of what could have been a perfect closing track. The music functions best when the production supports the emotional severity of the situation rather than making noise for noise's sake. They teeter on the edge of taste, but the album's commitment to a particular vibe feels convincing and exhilarating. 
While not for all, I find 1000 gecs to be one of the most fun albums I've heard this year. It lets me relive my Cascada fantasy injected with a healthy dose of emotional, drunken beats.",86
charcoal,This is the worst album ever created,100
Ari007,goated,80
PorneliusHubert,gecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgec,45
chinz,"Over the course of 2020, and especially during the summer, I devoted a lot of my time to expanding my music taste. I opened my mind up to many genres, such as alternative-rnb, folk, indie pop, and experimental hip-hop. However, I discovered one genre in particular that stood out from the others, and quite literally changed the way I viewed music as a whole; Hyperpop.My introduction to 100 gecs came when my friends at school were talking about the Ringtone remix that had just come out. I was intrigued by the line of features, so I gave it a shot. I thought it was fine. Much later, I saw that Alfo Media put 1000 gecs as his #1 album of 2019. I recognized the artists, and I couldn't believe it beat out IGOR, so I gave the album a shot.I loved every minute of it. I re-listened countless times, and I discovered more artists in the genre like Dorian Electra, SOPHIE, Glaive, Brakence, eventually food house, Slayyyter, the entirety of the PC Music label, Charli XCX (my personal fav), and many others. The Hyperpop/Bubblegum Bass genre has grown very closely to me over this year, and I have this album to thank for helping me expand my taste. I have no words to describe the impact their music has had on me, and the entirety of the underground music community.Fuck, that got personal. My bad.Mainstream audiences just don't get it yet (have whatever opinion you want, I don't mean any shade). Hyperpop will soon dominate the pop genre and 100 gecs will me hailed as not the originators, but as a strong influence.",97
GelatoM0,"[78.10] I'll be honest, the first time I heard money machine, I actually did understand them, something I feel like most leave would leave this album unable to experience. I can't vouch I'll understand the other 9 tracks, but if I am right in the fact that this is experimental music... but for fun (for me Playboi Carti is a good example of unique carefree shii) than I'll def like it and be mad I haven't listened to it all summer.
Actually it's more like Ween to me. Those two had fun making it and we are just here to listen to a miscellaneous soundboard that only works today.
favs - 745 sticky, money machine, stupid horse, xXXi_wud_nvrstøp_ÜXXx, ringtone, hand crushed by a mallet, gec 2 Ü, 
78 - 745 sticky87 - money machine76 - 800db cloud61 - I Need Help Immediately80 - stupid horse77 - xXXi_wud_nvrstøp_ÜXXx84 - ringtone71 - gecgecgec85 - hand crushed by a mallet82 - gec 2 Ü",78
FACEMOVIES,I knocked my friend out in the car so I can bump this without him knowing.,85
Braden,"I expected a lot worse, but it was actually very entertaining at times. The best parts were when it actually sounded like structured music and not just abrasive noise. If they would've left out the noisy sections, I think this would be a much higher-quality record. But then again, if the glitchy noises were left out, it would take away from the album's creativity.
Decent 5/10",50
Charlise Hits the Pipe,"I told y'all I wouldn't like it. I wasn't gonna get it. And yet, it was insisted that I listen. Now, here we are.",35
Cman99,I need help immediately/10,85
amelietur,"**Edit 2 (2019-12-18): 91; STOP GROWING ON ME OMG. I have to change my top albums of the year because of this shit.**
**Edit (2019-12-04): 75; This chaotic blend of sounds is an aggression to the ears somehow skillfully arranged to be enthralling rather than bothersome.**
Original review (2019-11-25): 50; Well these two really did whatever the fuck they wanted to do. I'm going to give this a half rating for now to reflect my confusion and indecisiveness on whether I enjoy the final mix of sounds or not.",91
dumbmoonlight,"Jesus Christ, that Pitchfork blurb, tho.
I will be honest: Until now I'm laughing. The start of ""745 sticky"" is just so bad, I couldn't resist. It's hard for me to take this kind of album seriously. It kinda makes me wonder a bit too much about other people's view of music - because honestly? This was unironically terrible. That ""Deconstructed Club"" tag is just hilarious, ""1000 gecs"" in general is an absurd living joke, and its hype is impossible to find actually valid.
Stop using the excuse of being ""experimental"" to make bad dumb shit just to see how many people will pretend to enjoy it just to look cool.",20
nijakiler17,"edit: this review is so bad lmfao
dit: i love bladee now so this review is irrelevant. also 8 -> 32. This album has a lot of good qualities, mostly im how bold the production is which has grown on me, also I’m not really opposed to the vocals as much either. But god, these are some of the worst lyrics i’ve heard, ever. In no context do i find most of them funny.
so i gotta take this song by song because, ???
745 stickythis sounds like project era sophie if a ""type beat"" producer made her instrumentals
money machinethis sounds like bladee's inverse
800db cloudjumps to so many sounds and such random ideas that it's kinda painful honestly. it sounds terrible too btw 
i need help immediatelythere was an oneohtrix point never sample, child soldier at around 0:33. other than that, some cool ideas actually. please, no more vocals. holy shit please no 
stupid horsethese are the most obnoxious vocals i've literally ever heard. also being random and edgy isn't interesting, this is like something you'd find in late 2000s youtube. shut the fuck up before you give me a war flashback god
yeah fuck this titleyou made me want to listen to bladee. you made me defend bladee. say what you want about him, he's not annoying
ringtonewow its so industrial you put 12 amps and 24 distortions on the master track? wow so experimental ill automatically like this song now because you did a thing that reminds me of other things i like
gecgecgecwow so interesting you pressed the duplicate button on an audio clip over and over wowowowowowowowowow its so pleasant to the ear and totally not annoying
hand crushed by a malletthe first half is literally just a sophie song with a shit vocalist. get rid of the terrible lyrics, the awful vocal performance, and this is exactly like something sophie would've produced in 2013-2015. this is so fucking blatant and obvious holy shit it's almost insulting
gec 2 üone of the better tracks, as in it's a 2 or 3/10. wow you did an industrial breakdown and it's noisy therefore it's automatically good.
my body is a prison and i have no keyliterally remove the vocals you have a good albumall respect for my trans allies
best track: 800db cloudworst track: I Need Help Immediately (adhd music which is nice but still probably the worst song)",80
ryanreviews,"Holy shit what an album! 100 Gecs are a fairly new musical group which has caught many ears and for good reason. So far this year, this is most jarring and face value shocking album I’ve heard most having to do with the ridiculous vocals. Dylan and Laura pitch shift and speed up their vocals as well as over-saturating with auto-tune to create a dizzying glitch pop experience. The absurdist lyrics help add to the feeling of this album sounding like a blender of ideas from pop in both the underground and mainstream, from PC Music to “Brostep” and everything in between. Similar to an album like “Kids See Ghosts” this album is able to create an incredibly colorful and maximalist experience and compress it into a short 23 minute album. I just can’t stop having fun with this album and I love how out there and dizzying it is.",85
R1v3r__,experimental means good,100
lilmaycry,i unironically love 100 gecs and been bumpin this album a week straight,100
5ifthave,look before i slander this album I just want you to know that I need to send you this stem player I need your verse for donda 2 you were the first to break the internet,40
emomu,lol,60
Quet,(70->85): I now recognize this for more than just being funny. It’s funny with amazing production too.,87
Pio,"Although this has some fun and very well thought out songs, this album is too crowded with filler",73
lameanna,this made me physically sick and i am genuinely scared to stand up because i think i might vomit,89
Musicnerdd,Ok. I'm surprised,70
sslumpgod,"This albums really sticks out to me. Its really one of a kind. It is great at what it does but sometime pushes a little bit to far. I understand if you dont like this. There was a time where i absolutely hated this new wave of hyperpop/pc music but here i am.Edit: some of the songs are clicking for me on another level. Original Score: 79best songs: money machine, 800db cloud, 745 sticky, stupid horse, xXXi_wud_nvrstøp_ÜXXx, gecgecgec, gec 2 Ü worst songs: ringtone",83
LilSqueaky,Ear Rape: The Album,1
amygoodall,....k,40
liammenzies,"The year is 2008; as I go on my school bus, I'm met once again by a classmate (who doesn't acknowledge me), blaring some euro-dance out of his scratched, battered Sony Ericsson as loud as its little speakers can. Overcome with rage, I tear the phone out of his sweaty hands, shove the window open and give the mobile a pitcher's throw. I'm relieved, the classmate is in shock and the bus applauds me. Little do I know that this very phone has fell into a vat of toxic acid and, thanks to it being made before the 2010's, doesn't break...it soaks in the poisonous fluids, it lets every little chip dish on it and, over a decade later, it outgrows its slimy little tub and heads out. This phone is now in the possession of Dylan Brady and Laura Les who now record lil Ericsson's beeps and boops while singing atop them, culminating in 1000 gecs.*
*This story is 78% factual!",92
PatrickL0419,"thank you anthony very cool!
Didn't know Rivers Cuomo was working with PC Music!",70
wcreviews,"Fantano tweeted a screenshot of this out, and I see why.
Not perfect, but such a unique style with a lot of great ideas implemented throughout. Definitely has my attention.
Fav Songs: 800db cloud, hand crushed by a mallet, gec 2 U",77
samlrc,i cant believe i just like 100 gecs,80
geshusbakagen,"OMGGGG AAAAAAAAAA TYSM FOR 100 FOLLOWERS AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAwhat other better album to rate on the 100 followers milestone than 100 gecs' 1000 gecs
the songs here are mostly hits or misses, some ideas stick and some dontringtone remix>>>>>>>>>>>the originaland the most of the popular songs still hold up very well
highlights:money machine, stupid horse, xXXi_wud_nvrstøp_ÜXXx, hand crushed by a mallet
low points:gecgecgec (im sorry but this song sucks, at least I Need Help Immediately was funny)
40% filler",75
JoeyCorner,"I unironically love this! I completely understand if you hate this album or the rest of 100 gecs' music as it is definitely not up to everyone's taste. To me personally, I find this album to be wildly inventive and a lot of fun. 100 gecs’ music isn't meant to be taken seriously, and I'm perfectly okay with that!",96
Flomink,"How much I love and hate this album knows no bounds. I don’t think I’ll ever be able to properly rate it with just how much I simultaneously despise and love it. It all started with Stupid Horse where I felt this way, and the whole album ended up being like that now that I actually got to it several months later (though Stupid Horse is definitely the best on the album).",45
iansocks,apparently stupid horse is about ketamine,80
KingIsCole10,"Once it's in your head, there is no stopping it. It's like a parasite. Favorite tracks arGec Gec Gec gec geC GeC GecccGecGEcGecgecccgecccccgECgEcgecccgecccccgecccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc.",90
Brihongol,Cristal meth soud like.,89
MoneeMachene,"Best album of 2019, Indefinitely
1. stupid horse (10/10)2. money machine (10/10)3. 800db cloud (10/10)4. hand crushed by a mallet (10/10)5. gec 2 u (10/10)6. 745 sticky (10/10)7. ringtone (9/10)8. gecgecgec (8/10)9. I Need Help Immediately (8/10)10. xXXi_wud_nvrstøp_ÜXXx (8/10)",95
bean,Fucking awful.,75
TheYeeted,"Meme music filling the void that kerokerobonito left. To be used in guatanamo on prisoners to make them break. I thought my bloody valentine made me want to empty my cranium, this makes me want to stuff it into the world's slowest hydraulic press.",0
ka1,"@TomBejoy i'm doing this for u. U owe me big time.
Ight so i been seeing this album so much on aoty and ngl, the tags I saw under this made me pretty terrified. I mean like, wtf is pc music and bubblegum bass. anyway , i decided to just suck it up and listen to the whole thing and...let's just say that this basically like sniffing coke off a Death Grips vinyl. Tom, your fucking welcome",59
MoisToast,and music was never the same since,94
LochieOnOsu,shut up,0
Drone3000,"This album is one of the few which goes from ""I love this"" to "" I hate this"". Part of it feels like the first time you load up a program like FL and just play around with samples and funny sounds. Maybe I'll learn to love it at some point.",78
LeftTwix,"I have heard the worst of the worst, from the inexcusable screeches of Yoko Ono to the killer of country, Luke Bryan, to bottom of the barrel rappers like Bhad Bhabie and Kodak Black. Hearing so much insanity in music has made me almost immune to supposedly crazy music like this, and it shows through my strong liking of this record.
Personally, I wouldn't call myself weird, but for some reason, I really enjoy music that makes next to no sense at first glance. While most can take years to get used to Death Grips, I began loving them as soon as I started listening. Noise artists like Prurient & Merzbow, even though I hate their music to no degree, I can at least tolerate their music now that I've let so much trash grace my ears. Hell, there's even some Prurient albums I love, and even some Merzbow collab albums (not merzbow solo records, I'm not that far off the deep end yet).
Anyways, back to the record in the limelight, I went into this record completely blind, not even hearing the money machine single that was so popular, and my first listen I simply had a blast. This type of music definitely isn't any high caliber music, because it's essentially two friends making insane songs for the hell of it. You could call their excessive experimentation gimmicky, but honestly I find it super engaging. On my first listen I was always looking forward to the next tonal switch or deep dive into a whole other genre, and it's consistently a blast to play.
To get a better idea of what this idea sounds like, I'll try to describe one of my favorite tracks, 800db Cloud, which begins and ends in two different sonical areas that makes the song extremely memorable in my opinion. It begins simply, which some low level vocals, but the further the track goes, it quickly starts implementing this abrasive bass accompanying the absurd vocals. The singing isn't anywhere near normal, the vocalists avoiding many normal tones and uses various tones and vocal inflection to make different patterns and rhythmic boosting to their music that only further pushes the weird element of the song. Now back to the production, the bass isn't just loud, but abrasive to the point where it feels like if you turn up the volume any louder, your speaker might just blow up. Finally, after all of that chaos, you think the song is going to end normally, but then it quickly transitions to this death metal screaming fuckery that knocked my jaw to the floor. I'll be honest, even though this was extremely surprising, this shit still sounded really good to me, and I don't really have an explanation for it. Sure the music is being stupid, but I don't give a shit, and neither do these guys. Clearly this album is just pure fun, even if it is pretty hard to listen to for most people.
Some tracks make no sense like I Need Help Immediately and gecgecgec are literally just collages of abrasive sound, but even still, those tracks has something creative and interesting to offer, and I love how for a few seconds goes by where you can attach yourself to a good melody, and just when you want it to go for a bit longer, the good melody melds into the madness and you're thrown back into the chaos. Luckily this isn't what most of the record is like, because if you can maintain an open mind for most of this record, you can begin to notice the extreme catchiness of this absurdist record.
Money Machine is literally one of my favorite songs of the year and I think I've listened to it over 50 times. The horrendously mixed country guitar sample combined with heavy noise and high pitched vocals simply makes for an extremely engaging listen. Hand crushed by mallet is an insane track that immediately starts with a great background melody, but then sacrifices it for some more abrasive noise for the hell of it. ringtone has super catchy hook, if you can even call it that, and has great implementation of electric guitar and probably has the best performance on the record, even though ""best"" is a bit of a stretch. gec 2 U is one of the funniest tracks in my opinion because it starts off as one of the more normal tracks on here, but the further it goes, the louder the music it gets before it devolves into noise insanity at the end, which always makes me burst into laughter.
In a nutshell, 100 gecs is a group that I will now be looking forward to whatever they put out, and honestly I can wait to see where their next direction is.
If it's more of this, then I can't wait. This is fuck you music at its finest.",90
Belphegor,Probably one of the worst things I've ever had the displeasure of hearing.,0
AmazingBlizzard,"If I were to describe this album in 9 words, it would be this. It’s basically generic music disguised in Death Grips cosplay.
EDIT [1/30/2020]Holy shit why is this so addicting? [original score was 80]
EDIT [07/21/2020]Oh my fucking god. This is like meth in music form. It gets better with every listen. Also what the fuck was my first statement about the album? [prior score: 90]
EDIT [08/03/2021]Still sounds good, but I’m unfortunately going to lower my score because despite the album having intense replay value [as stated by my cursed last.fm reports,] I think it's starting to lose its potency. I just want to preserve it before it loses even more. [prior score: 94]Also my first iteration of my review has aged poorly. This is a beast of it's own.
EDIT [11/04/2021]I saw these jokers live last Saturday and my hope in the album was restored. 84->97 hoping people don't kill me for this
BEST TRACKS: stupid horse, xXXi_wud_nvrstøp_ÜXXx, 745 sticky, gec 2 Ü, 800db cloud",80
tribecalledrake,"By far the worst ""album"" ever made and released. 'That shit is a 2 pack of ass' in my most honorable Joe Budden voice. Don't listen to this or your ears will literally bleed and fall off.",0
itsyahboinoah,"This album is utter dumpster juice. The production on here at times simple and cute but what makes this so much worse is the vocals. Fucking hell! Laura and the gang vocals are ear-piercing in all the wrong ways, while the lyrics being dumb and not as humorous. The genre mash up ain't as special either, just taking all the worst traits of my least fav genres/bands putting it to one didn't help. Overall, I can see why people like this album of how odd and fun this may be. But personally, this is just a mess to listen 2.",40
Stankysauce,"Edit:I am addicted
It does everything yet it doesn't end up being a mess. Instead that is it's goal, it's be all over map stylistically... also to just be weird. I love their pitched up autotuned singing, they have a great sense of melody and both of them sound pretty great together. Also this is a very funny album. I laughed pretty hard at the breakdown on 745 Sticky. The pathetic water droplet sound followed by a dogs bark is very entertaining. Most of this album manages to be very fun and catchy. The absolute highest moment for me however was Stupid Horse. It's really hard to explain, just go listen to it if you haven't already. My only issue is that I want a more full feeling project. This thing stands at only about 23 minutes which is unfortunate but these will be some of the most fun 23 minutes you hear all of 2019.",90
JulianGomez974,"Through the whole record I just kept thinking in this image: http://image.blingee.com/images14/content/output/2007/8/31/151825998_bd293fd0.gif
Now imagine the same girl but covered in clothes and makeup a la Crystal Castles. That's basically this record. You better give this rollercoaster a ride.
Fav tracks: ""money machine"", ""800db cloud"", ""stupid horse"", ""xXXi_wud_nvrstøp_ÜXXx"", ""ringtone"", ""gec 2 Ü"".Least fav track: ""gecgecgec"".",78
Saucelord777,It’s like PC Music on crack,84
JustSomeGuy,"I don't think I've ever been more confused on whether an album is terrible or just a misunderstood masterpiece.
This was an album that really did not sit well with me on the first attempt. That first listen is definitely a hurdle you need to pass to find any sort of enjoyment out of it. I definitely struggled through it, and when it finished I was certain that it would end up being a 2 or 3/10. And yet there was a certain charm to it. Something that stopped me from giving it a low score and going on a rant about how bad it is. I could see that this was an album that could, potentially, grow on the listener. So I gave it another listen, and then another, and then another, and then I realized just how addictive this is.
From a musical standpoint, this album is, to put it bluntly, is just bad. The main thing that makes it difficult to get through are these stupid wannabe comedic lyrics performed through horrible voice effects. Even after so many listens, it's really hard to sit through some of the vocal passages here just because of how bad these effects on the vocalists' voices are. And yet, at the same time, they ended up growing on me. Usually something like this would completely demolish an album for me, but here it really fits the aesthetic. I found myself looking at the album as a whole and asking myself, ""If they didn't use these effects, would it even help the album? Maybe getting rid of them would actually harm the album?"" And I honestly think that that is the case. However bad you may think these vocal effects are, they fit really well with the instrumentals used, and are part of the reason I like this so much.
Speaking of the instrumentals, these beats are honestly really good. Like, REALLY good. Even on my first listen where I hated this I appreciated these instrumentals. They're so well done, catchy, and so infectious. They really made songs like stupid horse some of the most memorable in the track-listing. This experimental glitch pop sound works so well, and it's thanks partly due to these instrumentals.
I honestly love this album. I can see why people hate this so much, but to me it works really well together. This whole album just reminds me of the old days of Youtube, back before all the gaming videos even started, when some of the more popular channels were those parody channels, and sometimes they would come out with their own music and this is what it would sound like. It isn't all that good, but it has a charm to it that makes you love it so much. Actually, now that I think about it, this is basically just meme music but they're trying to be actual musicians...
Favourite Tracks: stupid horse; 800db cloud; ringtone; gec 2 Ü; xXXi_wud_nvrstøp_ÜXXx; hand crushed by mallet
Least Favourite Tracks: I Need Help Immediately; gecgecgec",77
Mol,"I may be immature but this has to be one of the best comedy albums I've listened to in a while. My fucking ears hurt though.
#1 nightcore album of 2019
edit: I actually really fucking like this album, help me",82
jacksonyesokay,The gecs are pretty good.,72
klctht,Classic.,90
Salvatoridis,what in the actual fuck? why did i like it? what have i become?,78
GabrielDiablo,Terrible,29
okwowsuchok,"100 gecs might not be a lyrical powerhouse, but when it's all fun from start to finish, even at the most emotional it is very energic. This record is not for everybody, as it's insane and maniac in all fronts. It's satirically interesting and the aesthetic of it it's just so ascending that is mind-numbing. Clearly, one of the most particular albums of the century.While I don't see myself returning to most songs, I acknowledge that listening to this was a pretty fun experience.
Top 3 best tracks: money machine, hand crushed by a mallet,745 stickyWorst song: 800db cloud",76
John_Dunham,"How any actual human being can listen to this or any Hyperpop album ever and say with a straight face that it is enjoyable is beyond me. Money Machine will forever be one of the worst songs I have ever heard in my entire life. The lyrics are incredibly wack, They're voices are annoying beyond belief, Some of the instrumentals are physically painful to listen to, And yet there are people on this website not only giving it positive scores, But there are also people giving it perfect 100/100 scores. Overall one of the worst musical experiences of my life. Not even gonna do track reviews because there is no way in hell that I am relistening to this.",10
RedFlannelGuy,"Guys, I reached a complete moment of euphoria when I reached ‘ringtone’ because I was like “Finally! A song that I like!”. Other than that song along with ‘hand crushed by a mallet’, I was completely stuck thinking of words other than “I don’t get it”. The crazy thing is this album is 23 minutes long but felt like 53 minutes for me. Maybe I’m just too old for this shit?
Fav tracks: ringtone, hand crushed by a mallet
Least fav track: I Need Help Immediately",40
LisbonBih,"1000 gecs is sensational. Really something out of this world.
1000 gecs was something that I wanted to listen for quite a while now, specially when the vocalist Laura Les is trans, I really just wanted to check this out so much and now I understand the world of gecs.Its honestly amazing. The sounds used on here are just so...abstract and the little interludes are so fucking funny, even if they are clearly the worst part of the record.
BEST TRACKS : 745 sticky, money machine, 800db cloud, stupid horse, xXXi_wud_nvrstop_ÜXXx, ringtone, hand crushed by a mallet, gec 2 Ü
WORST TRACK : I Need Help Immediately",73
helloiambob,"FEEL SO CLEAN LIKE A MONEY MACHINEFEEL SO CLEAN LIKE A MONEY MACHINEFEEL SO CLEAN LIKE A MONEY MACHINEFEEL SO CLEAN LIKE A MONEY MACHINE
PISS BABY",100
Indieoteque,Muito brabo,93
bEn1,"I thought I would dislike this kind of music but its actually quite creative and really fun. Literally all of these songs are bangers and while the high pitched vocals can be too much for some, they’re too wild for me to hate.
Fav tracks: money machine, stupid horse, xXXi-wud-nvrstp-UXXx, hand crushed by a mallet
Least fav track: I Need Help Immediately",78
Cherry 🍒🍒🍒,"1000 Gecs in depth review:
best album",90
cavan,"might be my most aussie review to date: 
yeah nah cunt",31
AugustYours,"Pretty insane how influential this record ended up being among underground hyperpop artists. The 100 gecs snare is like the Wilhelm scream of amateur hyperpop, it's fucking everywhere. At first I couldn't take this seriously but very soon it was all I was listening to. There's tons of personality all over this thing, in the lyricism (hey lil piss baby) in the quirky and creative production, and in the cover art. There's a reason so many people took notice of this record, it is so unashamedly itself. Can't wait to see where the gecs go next",79
Chagrinchagrin,I've never had this much fun listening to an album.,70
jimmylikesmusic,65 --> 70 --> 83im officially obsessed with this stupid album,83
cyberragax,"uma forma interessante de fazer hyperpop. é interessante analisar as camadas desse álbum, mas acho que levar isso muito a sério vai deixar você com enxaqueca. a prova disso é que o álbum não leva si mesmo a sério com suas letras fúteis e superprodução propositais, e isso faz a alma do álbum.é um álbum surpreendentemente coeso, por seguir nessa linha dos efeitos modulando a voz e fazendo ela se misturar com os instrumentais, algo presente em quase todas as faixas. algo que mantém a coesão também é o formato das músicas que em sua maioria parece seguir um padrão de instrumentais + vocais - uma mudança muito grande na estrutura da música - instrumentais + vocais diferentes. isso é levado a exaustão em 800db cloud, fazendo necessário o interlude seguinte pra dar uma acalmada.existe um uso interessante de instrumentos e elementos instrumentais, tendo uma variedade deles concentrado em I Need Help Immediately, onde pode se perceber até uma gaita. os momentos em que a guitarra protagoniza a música ela também traz uma energia de pop/rock semelhante ao que ex acts faziam em 2010. a sacada com kiss me thru the phone é algo genial que mostra a criatividade e a diversão que deve ter sido para os criadores fazer esse álbum.existem momentos de quebra de coesão também, exemplificado pelo próprio interlude que tem uma estrutura completamente diferente das anteriores, mas é completamente justificável por ser o interlude.momentos ruins do álbum pode-se dizer que são os que as letras se tornam completamente insuportáveis pela repetição em demasia, como ringtone que nem parece tanto hyperpop como as outras, só parece uma faixa chata. gecgecgec tina potencial pra ser a melhor faixa por explorar absurdos interessantes, mas frustra sua proposta com os versos cantados que são completamente desinteressantes e desconexos e parecem não fazer parte ou pertencer a mesma faixa. por fim gec 2 ü é uma péssima finalização pro álbum por soar comum demais, em momento que você já imagina todas as voltas que a música vai dar e ela se torna desinteressante.nos pontos positivos pode-se colocar as músicas mais agitadas, como stupid horse e hand crushed by a mallet são faixas que realmente te dão vontade de botar em uma caixa de som e dançar. outros destaques são as faixas extremamente originais como gecgecgec, e xXXi_wud_nvrstøp_ÜXXx que chamam atenção de uma forma divertida.em suma, é um ótimo álbum para 100 gecs. conseguem entregar originalidade, coesão, e diversão, apesar de em alguns momentos se tornar chato, são adversidades contornáveis.",84
vonified_,I don’t feel like explaining,95
Schaefersea,What the fuck is this? This literally sounds like it was made by 100 gecs.,66
Clouwdy,"The emoji movie on acid... in music form.
lmao this shit good",70
alistair,"my favorite album of 2019, i still don't like xXXi_wud_nvrstøp_ÜXXx, the second half of gecgecgec is my favorite song",91
Stedman,Heard a lot about this one. 100 gecs take a sound that could so easily be a complete travesty of a soundscape and actually make it listenable which is an achievement in itself. An often jarring but amusing experience never the less.,72
CrazyCrusher,"Alright, no irony here, this album is fantastic. At first I was thinking this was some stupid group trying to be experimental, but now I can't deny their genius and how great this is. The memes of people making fun of it are funny, and I can understand why they dislike it with loud distorted instrumentals and pitched vocals, which will either make you love or hate this album. Laura Les and Dylan Brady are truly helping hyperpop grow as a popular genre and paving a new wave of exciting music and artists. It is truly hard to describe what I like about this album, but it is just a great experience at only 10 tracks making you wish for more.",95
hurvi,"If there's one thing I'm against when it comes to music, it's trying to define music as 'objectively bad'. That phrase, when it comes to music, is something I absolutely fucking hate. Just because you hate an album or artist, you have no right whatsoever to try and limit the enjoyment someone might get from it. That's just called ""being a prick"", and if I ever do anything like that in future, please remind me of this opening paragraph and call me a twat.
However, I'm gonna be brutally honest when I say that I fucking hate this album. I'm really not sure what I'm listening to here, to be honest. It's like that weird feeling where it *feels* like it could be something I could potentially get some enjoyment out of, but then at the same time these tracks are just so terrible to me that, with the exception of like two, I really never want to hear them again.
This is probably gonna be quite a short review, because I much prefer writing about the positives of an album than I do the negatives. However, I've got to admit, there are some things here which are actually kinda decent. Specifically, some of the instrumentals. Key word: some. Some of these feel pretty well put together and actually pleasant to listen to at times. Ones that I can remember for being kinda decent are stupid horse, money machine and ringtone. Also, the vocals sometimes actually get...okay? They feel like a sort of weird 2010s pop song at times, which actually works quite well.
The negatives? Literally everything else. I'm sorry, but I genuinely cannot fucking stand this shit. The songs sound like someone opened up FL Studio, grabbed some stock loops and threw it all together to call it a day. The text to speech voice in gecgecgec was about where I gave up all hope, and considered closing Spotify entirely. Not only that, but these songs can actually get genuinely painful to listen to at times, with really fucking loud peaks and highs. I get this is like, really experimental, but come on guys, I don't think that was really necessary.
And the vocals were the icing on the shit smeared, currently flaming cake. I don't even know how to describe them. They sound like someone just spoke into a free autotune app you'd download off the app store and then also cranked the bass up to the max. Originally I was thinking the track ""I Need Help Immediately"" was some kind of metaphor for how the duo had been kidnapped by someone and forced to write this shit but I really don't fucking know anymore. Help.
This is a short review because this album genuinely left me at a loss for words. Not like a In The Airplane Over The Sea kind of lost for words, more just a ""how did this actually get released"" type of speechlessness. 
I genuinely never want to listen to this again. However, I'm still giving it some points because I understand how someone could like this. Just not me.
Might review Madvillainy next or something. In the meantime, please send help.
Best Song (????????): Money Machine
Worst Songs: literally every other song",12
callumldavies,"DrAiN gAnGMusical travesty. There is zero consistency in this LP, it's a mash of awful sounds and significantly worse sounding vocals.""B-but that's the point, 100 Gecs don't tie themselves down to a single genre!""When an album lacks cohesion, when an album lacks any semblance of similarity between tracks, is it even an album anymore? It's just a clusterfuck of sound with nothing to tie the current track to the previous track.""OMG it's so quirky and unique, I just LOVE the bizarre mash of industrial, experimental Avante-Garde audio!""No.
Escape Room? I want to jump out a window when listening to this album.",20
GreNewl,"New wave brokencyde
ffs fantano",17
fuyuyuki,"original score: 80
combining a bunch of what is widely considered the lamest musical genres of music (eg. dubstep, ska, metalcore, etc.) into one creative, fun and short package. in fact, it's no secret that the flow for the track titled ""xXXi_wud_nvrstøp_ÜXXx"" is exactly the same as soulja boy's song ""kiss me thru the phone,"" a song widely considered to be completely terrible.
however, as stated before, all of these hilariously random elements come together to create an experience that is very enjoyable. while it's certainly not the most emotionally expressive album, it is definitely a very fun and energetic experience, never failing to make you sing and dance along with these infectiously catchy tunes.
this duo is one of the most interesting acts in pop music today, and with the more recent disappointing release ""1000 gecs and the tree of clues,"" one can only hope that they are able to keep releasing new and fresh material in the future, no matter how gimmicky they may seem
original review:
i wanna marry laura",95
SMTCubes,"i had this at an 87 until i realize how much this album fundamentally changed my taste in music. before this, i had never dabbled in very much experimental pop, bubblegum bass, or really anything like this album. now i'm absolutely obsessed. 
not to mention, this album is absolutely amazing. it's a packed 23 minutes, and it's a very, very fun listen. i'll never get tired of the gec sound, at least in the foreseeable future. i love the chaotic, schizophrenic, ridiculously catchy instrumentals over laura's heavily pitched vocals. this album will never fail to bring a huge damn smile to my face. 
favorite tracks- literally all of them",99
